"Quantity","Part Name","Link"
"1","NT3H2111W0FHKH","https://jlcpcb.com/partdetail/NxpSemicon-NT3H2111W0FHKH/C710403"
"1","47 Ohm Resistor","https://jlcpcb.com/partdetail/23909-0603WAF470JT5E/C23182"
"1","220nF Capacitor","https://jlcpcb.com/partdetail/21832-CL10B224KA8NNNC/C21120"
"1","2V LED","https://jlcpcb.com/partdetail/Hubei_KentoElec-17_21SUYCTR8/C2296"
